score	sentence	voicevox_says	kuromoji_expects
1	医療ミスは一件たりとも許されない。	いりょおみすわいっけんたりともゆるされない	いりょおみすわいちけんたりともゆるされない
1	一つの銀行の破綻が引き金となって、瞬く間に金融恐慌が世界中に波及した。	ひとつのぎんこおのわたんがひきがねとなってまたたくまにきんゆうきょおこおがせかいじゅうにわきゅうした	ひとつのぎんこおのわたんがひきがねとなってまばたくまにきんゆうきょおこおがせかいじゅうにわきゅうした
1	一国の経済が特定の輸出品に過度に依存するのは、極めて危険である。	いっこくのけえざいがとくてえのゆしゅつひんにかどにいぞんするのわきわめてきけんである	いちこくのけえざいがとくてえのゆしゅつひんにかどにいぞんするのわきわめてきけんである
1	一冊の本との出会いが、彼の社会意識の覚醒を促した。	いっさつのほんとのであいがかれのしゃかいしきのかくせえおながした	いちさつのほんとのであいがかれのしゃかいしきのかくせえおながした
1	一社が市場を独占すると、消費者にとって不利になることが多い。	いっしゃがしじょおどくせんするとしょおひしゃにとってふりになることがおい	いちしゃがしじょおどくせんするとしょおひしゃにとってふりになることがおい
1	一社が市場を独占的に支配する状況は、消費者の利益を損なう。	いっしゃがしじょおどくせんてきにしわいするじょおきょおわしょおひしゃのりえきおそこなう	いちしゃがしじょおどくせんてきにしわいするじょおきょおわしょおひしゃのりえきおそこなう
1	一社の経営破綻が、取引先全体に深刻な影響を波及させた。	いっしゃのけえわたんがとりひきさきぜんたいにしんこくなえきょおわきゅうさせた	いちしゃのけえわたんがとりひきさきぜんたいにしんこくなえきょおわきゅうさせた
1	一世紀前、この地域は一方的に隣国に併合された歴史を持つ。	いっせえきまえこのちいきわいっぽおてきにりんごくにえごおされたれきしおもつ	いちせえきまえこのちいきわいっぽおてきにりんごくにえごおされたれきしおもつ
1	一度口にした心ない言葉は覆水盆に返らずで、いくら謝っても彼女の信頼は戻らなかった。	いちどくちにしたこころないことばわふくすいぼんにかえらずでえくらあやまってもかのじょのしんらいわもどらなかった	いちどぐちにしたこころないことばわふくすいぼんにかえらずでえくらあやまってもかのじょのしんらいわもどらなかった
1	一度失われた信頼を取り戻すのは難しく、その関係の悪化はもはや不可逆なものとなっていた。	いちどおしなわれたしんらいおとりもどすのわむずかしくそのかんけえのあっかわもわやふかぎゃくなものとなってえた	いちどおしなわれたしんらいおとりもどすのわむずかしくそのかんけえのあっかわもわやふきゃがくなものとなってえた
1	一日中パソコンに向かっていたので、肩がひどく凝ってしまった。	いちにちじゅうぱそこんにむかってえたのでかたがひどくこってしまった	いちにちちゅうぱそこんにむかってえたのでかたがひどくこってしまった
1	一日中歩いてくたくたになった。	いちにちじゅうあるいてくたくたになった	いちにちちゅうあるいてくたくたになった
1	一晩で三十センチも雪が積もり、朝の交通は大きく乱れた。	ひとばんでさんじゅっせんちもゆきがつもりあさのこおつうわおきくみだれた	いちばんでさんじゅうせんちもゆきがつもりあさのこおつうわおきくみだれた
1	一歩間違えれば大事故になる危うい場面だった。	いっぽまちがえればだいじこになるあやういばめんだった	いちほまちがえればだいじこになるあやういばめんだった
1	一方的な決定は、現場で汗を流してきた者たちの誇りを踏み躙るものだった。	いっぽおてきなけってえわげんばであせおながしてきたものたちのほこりおふみにじるものだった	いっぽおてきなけってえわげんばであせおながしてきたしゃたちのほこりおふみにじるものだった
1	一本の電話を境に、私を取り巻く状況は一変してしまった。	いっぽんのでんわおさかいにわたしおとりまくじょおきょおわいっぺんしてしまった	いちほんのでんわおさかいにわたしおとりまくじょおきょおわいっぺんしてしまった
1	引っ越してきたばかりなので、近所の方にきちんと挨拶しておきたい。	ひっこしてきたばかりなのできんじょのかたにきちんとあいさつしておきたい	ひっこしてきたばかりなのできんじょのほおにきちんとあいさつしておきたい
1	雨が降りそうだから、さっさと帰ったほうがいいよ。	あめがふりそおだからさっさとかえったほおがいよ	あめがおりそおだからさっさとかえったほおがいよ
1	雨が降りました。しかし、出かけました。	あめがふりましたしかしでかけました	あめがおりましたしかしでかけました
1	雨で外に出られず、一日中退屈でした。	あめでそとにでられずいちにちじゅうたいくつでした	あめでそとにでられずいちにちちゅうたいくつでした
1	雨の日に外を歩くと、靴がすぐに泥で汚れる。	あめのひにそとおあるくとくつがすぐにどろでけがれる	あめのひにそとおあるくとくつがすぐにどろでよごれる
1	雨の日は靴がすぐに汚れる。	あめのひわくつがすぐにけがれる	あめのひわくつがすぐによごれる
1	運動の後は、脈拍がしばらく速いままだった。	うんどおのあとわみゃくわくがしばらくわやいままだった	うんどおののちわみゃくわくがしばらくわやいままだった
1	雲の色が重くて、雨が降りそうだ。	くものいろがおもくてあめがふりそおだ	くものいろがおもくてあめがおりそおだ
1	映画は七時に始まります。	えがわしちじにわじまります	えがわななじにわじまります
1	映画を見終わった後、参加者一人ひとりに率直な感想を述べてもらった。	えがおみおわったあとさんかしゃひとりひとりにそっちょくなかんそおのべてもらった	えがおみおわったのちさんかしゃひとりひとりにそっちょくなかんそおのべてもらった
1	駅から家まで、あるいて十分ぐらいです。	えきからいえまであるいてじゅうぶんぐらいです	えきからいえまであるいてじゅうふんぐらいです
1	駅から歩いて十分程のところに新しいカフェができた。	えきからあるいてじゅっぷんほどのところにあたらしいかふぇができた	えきからあるいてじゅうぶんほどのところにあたらしいかふぇができた
1	駅まで三十分かかります。	えきまでさんじゅっぷんかかります	えきまでさんじゅうふんかかります
1	駅まで十分ぐらいかかります。	えきまでじゅっぷんぐらいかかります	えきまでじゅうふんぐらいかかります
1	遠くで雷がごろごろと鳴り始めたので、急いで洗濯物を取り込んだ。	とおくでかみなりがごろごろとなりわじめたのでえそいでせんたくものおとりこんだ	とおくでかみなりがごろごろとなりわじめたのでえそいでせんたくぶつおとりこんだ
1	応募できるのは二十歳以下の方に限られています。	おぼできるのわにじゅっさいかのほおにかぎられてえます	おぼできるのわにじゅうさいかのほおにかぎられてえます
1	仮にも一国を代表する立場にある者が、そんな軽率な発言をすべきではない。	かりにもいっこくおだいひょおするたちばにあるものがそんなけえそつなわつげんおすべきでわない	かりにもいちこくおだいひょおするたちばにあるものがそんなけえそつなわつげんおすべきでわない
1	何気ない一冊との出会いが契機となって、彼女は研究者の道を歩み始めた。	なにげないっさつとのであいがけえきとなってかのじょわけんきゅうしゃのみちおあゆみわじめた	なにげないちさつとのであいがけえきとなってかのじょわけんきゅうしゃのみちおあゆみわじめた
1	何百年も前に築かれた石垣が、地震にも崩れず今なお堅牢に残っている。	なんびゃくねんもまえにきずかれたいしがきがじしんにもくずれずいまなおけんろおにのこってえる	なんひゃくねんもまえにきずかれたいしがきがじしんにもくずれずこんなおけんろおにのこってえる
1	過ぎたことをいつまでも悔やんでも詮ないから、前を向くしかない。	すぎたことおいつまでもくやんでもせんないからまえおむくしかない	かぎたことおいつまでもくやんでもせんないからまえおむくしかない
1	過ぎたことをいつまでも恨んでいても、何も始まらない。	すぎたことおいつまでもおらんでえてもなにもわじまらない	かぎたことおいつまでもおらんでえてもなにもわじまらない
1	我思う、ゆえに我あり——この一節は近代哲学の出発点とされている。	われおもおゆえにわれありこのいっせつわきんだいてつがくのしゅっぱつてんとされてえる	わがおもおゆえにわがありこのいっせつわきんだいてつがくのしゅっぱつてんとされてえる
1	会議で同じ話が延々と続き、なかなか結論が出なかった。	かいぎでおなじばなしがえんえんとつずきなかなかけつろんがでなかった	かいぎでおなじわなしがえんえんとつずきなかなかけつろんがでなかった
1	会議室が変わったので、三階へ移動してください。	かいぎしつがかわったのでさんがいえどおしてください	かいぎしつがかわったのでさんかいえどおしてください
1	会議室が変更になりましたので、三階の大会議室へご移動ください。	かいぎしつがえんこおになりましたのでさんがいのだいかいぎしつえごいどおください	かいぎしつがえんこおになりましたのでさんかいのだいかいぎしつえごいどおください
1	改革案をめぐり、経営陣と労組が一歩も譲らず対峙している。	かいかくあんおめぐりけえじんとろおそがいっぽもゆずらずたいじしてえる	かいかくあんおめぐりけえじんとろおそがいちほもゆずらずたいじしてえる
1	改正された個人情報保護法は、来月一日をもって施行される運びとなった。	かいせえされたこじんじょおほおほごほおわらいげつついたちおもってしこおされるわこびとなった	かいせえされたこじんじょおほおほごほおわらいげついちにちおもってしこおされるわこびとなった
1	海外赴任では、郷に入っては郷に従えの精神で、現地の商習慣を素直に受け入れることが肝心だ。	かいがいふにんでわごおにわいってわごおにしたがえのせえしんでげんちのしょおしゅうかんおすなおにうけえれることがかんじんだ	かいがいふにんでわさとにわいってわさとにしたがえのせえしんでげんちのしょおしゅうかんおすなおにうけえれることがかんじんだ
1	開演の三十分前から、観客の入場が始まる予定です。	かいえんのさんじゅっぷんまえからかんきゃくのにゅうじょおがわじまるよてえです	かいえんのさんじゅうふんまえからかんきゃくのにゅうじょおがわじまるよてえです
1	外は日差しが強いので、出かける前に日焼け止めを塗っておこう。	そとわひざしがつよいのででかけるまえにひやけどめおぬっておこお	そとわひざしがつよいのででかけるまえにひやけとめおぬっておこお
1	各地に分散していた工場を一か所に集約し、生産効率を高めた。	かくちにぶんさんしてえたこおじょおいっかしょにしゅうやくしせえさんこおりつおたかめた	かくちにぶんさんしてえたこおじょおいちかしょにしゅうやくしせえさんこおりつおたかめた
1	獲れたばかりの魚をその場で加工することで、鮮度と風味を保っている。	とれたばかりのさかなおそのばでかこおすることでせんどとふうみおたもってえる	えれたばかりのさかなおそのばでかこおすることでせんどとふうみおたもってえる
1	角が立つのを承知で、あえて反対意見を述べさせていただきます。	かどがたつのおしょおちであえてわんたいけんおのべさせてえただきます	かくがたつのおしょおちであえてわんたいけんおのべさせてえただきます
1	楽しい時間はあっという間に過ぎ、気づけばもう別れの時刻だった。	たのしいじかんわあっとゆうまにすぎきずけばもおわかれのじこくだった	たのしいじかんわあっというまにすぎきずけばもおわかれのじこくだった
1	滑車を組み合わせることで、人力でも数百キロの荷を難なく吊り上げられる。	かっしゃおくみあわせることでじんりきでもすうひゃっきろのにおなんなくつりあげられる	かっしゃおくみあわせることでじんりきでもすうひゃくきろのにおなんなくつりあげられる
1	乾燥する季節は、皮膚が荒れやすいので保湿を欠かせない。	かんそおするきせつわひふがあれやすいのでほしつおかかせない	かんそおするきせつわひふがあれやすいのでほしめおかかせない
1	完成までにかかる費用は、おおよそ三百万円と見積もっている。	かんせえまでにかかるひよおわおよそさんびゃくまんえんとみつもってえる	かんせえまでにかかるひよおわおよそさんひゃくまんえんとみつもってえる
1	歓送迎会でスピーチさせられた。	かんそおげえかいですぴいちさせられた	かんそおむかえかいですぴちさせられた
1	汗まみれになりながら、祭りの神輿を担いだ。	あせまみれになりながらまつりのみこしおかついだ	あせまみれになりながらまつりのしんよおかついだ
1	環境問題は一国だけで解決できるものではなく、国際的な協力が欠かせない。	かんきょおもんだいわいっこくだけでかいけつできるものでわなくこくさいてきなきょおりょくがかかせない	かんきょおもんだいわいちこくだけでかいけつできるものでわなくこくさいてきなきょおりょくがかかせない
1	期限までに返信がない場合は、同意したものと見做します。	きげんまでにえんしんがないばあいわどおいしたものとみなします	きげんまでにえんしんがないばあいわどおいしたものとみ做します
1	気温が上がると、水たまりの水はあっという間に蒸発してしまう。	きおんがあがるとみずたまりのみずわあっとゆうまにじょおわつしてしまう	きおんがあがるとみずたまりのみずわあっというまにじょおわつしてしまう
1	記者たちは一斉にカメラを大臣のほうへ向けた。	きものたちわいっせえにかめらおだいじんのほおえむけた	きしゃたちわいっせえにかめらおだいじんのほおえむけた
1	記者たちは一斉にカメラを大統領に向けました。	きものたちわいっせえにかめらおだいとおりょおにむけました	きしゃたちわいっせえにかめらおだいとおりょおにむけました
1	記者たちは大臣に、矢継ぎ早に鋭い質問を浴びせた。	きものたちわだいじんにやつぎばやにするどいしつもんおあびせた	きしゃたちわだいじんにやつぎばやにするどいしつもんおあびせた
1	起業してからの数年間は、まさに疾風怒濤の日々だった。	きぎょおしてからのすうねんかんわまさにしっぷうどとおのひびだった	きぎょおしてからのすうねんかんわまさにしっぷういか濤のひびだった
1	技術者たちの粘り強い研究が、難局を打開する突破口を開いた。	ぎじゅつものたちのねばりずよいけんきゅうがなんきょくおだかいするとっぱこおひらいた	ぎじゅつしゃたちのねばりずよいけんきゅうがなんきょくおだかいするとっぱこおひらいた
1	議論はさまざまだが、煎じ詰めれば、問題は資金不足の一点に尽きる。	ぎろんわさまざまだがせんじつめればもんだいわしきんふそくのいってんにつきる	ぎろんわさまざまだがせんじつめればもんだいわしきんふそくのいちてんにつきる
1	議論は平行線をたどっていたが、会長の鶴の一声で方針は一気に決まった。	ぎろんわえこおせんおたどってえたがかいちょおのつるのひとこえでほおしんわいっきにきまった	ぎろんわえこおせんおたどってえたがかいちょおのつるのいっせえでほおしんわいっきにきまった
1	逆境をものともせず優勝をつかんだその精神力は、まさに天晴れというほかない。	ぎゃっきょおものともせずゆうしょおつかんだそのせえしんりょくわまさにてんばれというほかない	ぎゃっきょおものともせずゆうしょおつかんだそのせえしんりょくわまさにてんわれというほかない
1	丘の上には、幾多の戦火をくぐり抜けてきた堅固な城砦がそびえていた。	おかのおえにわいくたのせんかおくぐりぬけてきたけんごなじょおさいがそびえてえた	おかのおえにわいくたのせんかおくぐりぬけてきたけんごなしろとりでがそびえてえた
1	宮崎の青島に行ったことがありますか。	みやざきのあおしまにいったことがありますか	みやざきのちんたおにいったことがありますか
1	急いでも、着くのは高々十分早くなるくらいだろう。	いそいでもつくのわたかだかじゅっぷんわやくなるくらいだろお	いそいでもつくのわたかだかじゅうぶんわやくなるくらいだろお
1	強い風で、看板のねじが一本外れてしまったようだ。	つよいかぜでかんばんのねじがいっぽんわずれてしまったよおだ	つよいかぜでかんばんのねじがいちほんわずれてしまったよおだ
1	強い風のせいで、公園の木の枝が何本も折れてしまった。	つよいかぜのせえでこおえんのきのえだがなんぼんもおれてしまった	つよいかぜのせえでこおえんのきのえだがなんほんもおれてしまった
1	極寒の朝、吐く息が瞬く間に白く凍りつくのが見えた。	ごっかんのあさわくいきがまたたくまにしろくこおりつくのがみえた	ごっかんのあさわくいきがまばたくまにしろくこおりつくのがみえた
1	緊張していたはずなのに、彼は大勢の前で堂々とスピーチをした。	きんちょおしてえたわずなのにかれわおぜえのまえでどおどおとすぴいちおした	きんちょおしてえたわずなのにかれわたいせえのまえでどおどおとすぴちおした
1	苦労の末に手にした一杯だからこそ、この一杯は格別にうまい。	くろおのすえにてにしたいっぱいだからこそこのいっぱいわかくべつにうまい	くろおのすえにてにしたいちわいだからこそこのいちわいわかくべつにうまい
1	兄は堅実に貯金を続け、片や弟は稼いだ端から使い果たしてしまう。	あにわけんじつにちょきんおつずけかたやおとおとわかせえだわしからつかいわたしてしまう	あにわけんじつにちょきんおつずけかたやおとおとわかせえだわじからつかいわたしてしまう
1	経験に乏しい私でも、先輩方に支えられて何とかやっています。	けえけんにとぼしいわたしでもせんぱいかたにささえられてなにとかやってえます	けえけんにとぼしいわたしでもせんぱいかたにささえられてなんとかやってえます
1	経験豊富なベテランをもってしても、あの案件は手強かった。	けえけんほおふなべてらんおもってしてもあのあんけんわてごわかった	けえけんほおふなべてらんおもってしてもあのあんけんわてずよかった
1	激しい腹痛に七転八倒し、救急車を呼ぶ羽目になった。	わげしいふくつうにしちてんばっとおしきゅうきゅうしゃおよぶわめになった	わげしいわらいたにしちてんばっとおしきゅうきゅうしゃおよぶわめになった
1	激しい腹痛に襲われ、彼は道端に蹲ったまま動けなくなった。	わげしいふくつうにおそわれかれわみちばたにうずくまったままうごけなくなった	わげしいわらいたにおそわれかれわみちばたにうずくまったままうごけなくなった
1	月末までにお支払いいただけるよう、請求書を本日中に発送いたします。	つきまつまでにおしわらいただけるよおせえきゅうしょおほんじつちゅうにわっそおいたします	げつまつまでにおしわらいただけるよおせえきゅうしょおほんじつちゅうにわっそおいたします
1	健康を維持するために、毎朝三十分ほど歩くようにしている。	けんこおいじするためにまいあささんじゅっぷんほどあるくよおにしてえる	けんこおいじするためにまいあささんじゅうふんほどあるくよおにしてえる
1	見学をご希望の方は、あらかじめ電話でご予約ください。	けんがくおごきぼおのかたわあらかじめでんわでごよやくください	けんがくおごきぼおのほおわあらかじめでんわでごよやくください
1	原告は損害賠償として一千万円の支払いを求めている。	げんこくわそんがいばいしょおとしてえっせんまんえんのしわらいおもとめてえる	げんこくわそんがいばいしょおとしてえちせんまんえんのしわらいおもとめてえる
1	現地の状況が刻々と変化しているため、対応策も柔軟に見直さなければならない。	げんちのじょおきょおがこくこくとえんかしてえるためたいおさくもじゅうなんにみなおさなければならない	げんちのじょおきょおがこっこくとえんかしてえるためたいおさくもじゅうなんにみなおさなければならない
1	言葉少なな彼女の表情から、その心中を推し量るしかなかった。	ことばすくななかのじょのひょおじょおからそのしんちゅうおしわかるしかなかった	ことばすくななかのじょのひょおじょおからそのしんじゅうおしわかるしかなかった
1	限られた予算でこの品質を実現するのは、まさに至難の業と言えるだろう。	かぎられたよさんでこのひんしつおじつげんするのわまさにしなんのわざといえるだろお	かぎられたよさんでこのひんしつおじつげんするのわまさにしなんのごおといえるだろお
1	古い木の階段は、一歩踏むたびにギシギシと軋む。	ふるいきのかいだんわいっぽふむたびにぎしぎしときしむ	ふるいきのかいだんわいちほふむたびにぎしぎしときしむ
1	午後から雨が降ります。	ごごからあめがふります	ごごからあめがおります
1	御堂筋線は大阪の南北を走る地下鉄です。梅田から難波まで約十分で行けます。	みどおすじせんわおさかのなんぼくおわしるちかてつですうめだからなんばまでやくじゅっぷんでえけます	みどおすじせんわおさかのなんぼくおわしるちかてつですうめだからなんばまでやくじゅうふんでえけます
1	工期の短さもさることながら、これほど大規模な工事を一社で請け負うのは異例だ。	こおきのみじかさもさることながらこれほどだいきぼなこおじおいっしゃでうけおのわいれえだ	こおきのみじかさもさることながらこれほどだいきぼなこおじおいちしゃでうけおのわいれえだ
1	行き先は、前から気になっていた金沢です。	いきさきわまえからきになってえたかなざわです	ゆきさきわまえからきになってえたかなざわです
1	高熱で寝込んだ息子を、妻は一睡もせずに一晩中看病した。	こおねつでねこんだむすこおつまわいっすいもせずにひとばんじゅうかんびょおした	こおねつでねこんだむすこおつまわいっすいもせずにいちばんちゅうかんびょおした
1	刻一刻と千変万化する市場の動きを、正確に予測するのは至難の業だ。	こくいっこくとせんぺんばんかするしじょおのおごきおせえかくによそくするのわしなんのわざだ	こくいちこくとせんぺんばんかするしじょおのおごきおせえかくによそくするのわしなんのごおだ
1	国際会議では、彼女が日本語と英語の通訳を一手に引き受けてくれた。	こくさいかいぎでわかのじょがにほんごとえごのつうやくおいってにひきうけてくれた	こくさいかいぎでわかのじょがにほんごとえごのつうやくおいちてにひきうけてくれた
1	惚れ込んでいる時は痘痕も靨で、相手の欠点すら愛おしく見えてしまうものだ。	ほれこんでえるときわあばたもえくぼであいてのけってんすらいとおしくみえてしまうものだ	ほれこんでえるときわあばたもえくぼであいてのけってんすらあいおしくみえてしまうものだ
1	今回の同窓会の幹事を任されたので、会場の予約から会費の徴収まで一手に引き受けることになった。	こんかいのどおそおかいのかんじおまかされたのでかいじょおのよやくからかいひのちょおしゅうまでえってにひきうけることになった	こんかいのどおそおかいのかんじおまかされたのでかいじょおのよやくからかいひのちょおしゅうまでえちてにひきうけることになった
1	今週は表彰、昇進、受賞といいことずくめの一週間だった。	こんしゅうわひょおしょおしょおしんじゅしょおといことずくめのいっしゅうかんだった	こんしゅうわひょおしょおしょおしんじゅしょおといことずくめのいちしゅうかんだった
1	今度の交渉相手は海千山千の弁護士で、想像以上に手強かった。	こんどのこおしょおあいてわうみせんやませんのべんごしでそおぞおいじょおにてごわかった	こんどのこおしょおあいてわうみせんやませんのべんごしでそおぞおいじょおにてずよかった
1	今日は結婚十周年の記念日なので、妻を高級レストランに連れて行こうと思います。	きょおわけっこんじゅっしゅうねんのきねんびなのでつまおこおきゅうれすとらんにつれてえこおとおもいます	きょおわけっこんじゅうしゅうねんのきねんびなのでつまおこおきゅうれすとらんにつれてえこおとおもいます
1	今日は天気がいいので、洗濯物がすぐに乾くだろう。	きょおわてんきがいのでせんたくものがすぐにかわくだろお	きょおわてんきがいのでせんたくぶつがすぐにかわくだろお
1	今年は天気に恵まれたおかげで、米の収穫がとても多かったです。	ことしわてんきにめぐまれたおかげでこめのしゅうかくがとてもおかったです	ことしわてんきにめぐまれたおかげでべえのしゅうかくがとてもおかったです
1	今年は天候に恵まれ、例年を上回る米の収穫が見込まれている。	ことしわてんこおにめぐまれれえねんおわまわるこめのしゅうかくがみこまれてえる	ことしわてんこおにめぐまれれえねんおわまわるべえのしゅうかくがみこまれてえる
1	今年は天候に恵まれて、米が例年より豊かに実りました。	ことしわてんこおにめぐまれてこめがれえねんよりゆたかにみのりました	ことしわてんこおにめぐまれてべえがれえねんよりゆたかにみのりました
1	根拠のない噂が瞬く間に社内に広がり、収拾がつかなくなった。	こんきょのないうわさがまたたくまにしゃないにひろがりしゅうしゅうがつかなくなった	こんきょのないうわさがまばたくまにしゃないにひろがりしゅうしゅうがつかなくなった
1	些細な誤解を放置したせいで、二人の関係はすっかりこじれてしまった。	ささいなごかいおほおちしたせえでふたりのかんけえわすっかりこじれてしまった	ささいなごかいおほおちしたせえでににんのかんけえわすっかりこじれてしまった
1	再会したその日は、奇しくも二人が初めて出会った日とまったく同じ日付だった。	さいかいしたそのひわくしくもふたりがわじめてであったひとまったくおなじひずけだった	さいかいしたそのひわくしくもににんがわじめてであったひとまったくおなじひずけだった
1	最近、あの二人は何となく距離を置いているように見える。	さいきんあのふたりわなんとなくきょりおいてえるよおにみえる	さいきんあのににんわなんとなくきょりおいてえるよおにみえる
1	最近は原油の相場が乱高下しているので、投資には慎重にならざるを得ない。	さいきんわげんゆのそおばがらんこおげしてえるのでとおしにわしんちょおにならざるおえない	さいきんわげんゆのそおばがらんこおかしてえるのでとおしにわしんちょおにならざるおえない
1	災害に備え、各家庭では一週間分の水や食料を備蓄することが推奨されている。	さいがいにそなえかくかてえでわいっしゅうかんぶんのみずやしょくりょおびちくすることがすいしょおされてえる	さいがいにそなえかくかてえでわいちしゅうかんぶんのみずやしょくりょおびちくすることがすいしょおされてえる
1	桜の花は、風に吹かれてあっという間に散ってしまった。	さくらのわなわかぜにふかれてあっとゆうまにちってしまった	さくらのわなわかぜにふかれてあっというまにちってしまった
1	三千円以上買えば、送料は無料になります。	さんぜんえんいじょおかえばそおりょおわむりょおになります	さんせんえんいじょおかえばそおりょおわむりょおになります
1	参加者が集まらなかったため、開始時間を三十分繰り下げました。	さんかしゃがあつまらなかったためかいしじかんおさんじゅっぷんくりさげました	さんかしゃがあつまらなかったためかいしじかんおさんじゅうふんくりさげました
1	参加者の到着が遅れているため、開演を三十分繰り下げます。	さんかしゃのとおちゃくがおくれてえるためかいえんおさんじゅっぷんくりさげます	さんかしゃのとおちゃくがおくれてえるためかいえんおさんじゅうふんくりさげます
1	山頂から見渡すと、街の灯りが一面に広がっていた。	さんちょおからみわたすとまちのともりがいちめんにひろがってえた	さんちょおからみわたすとまちのあかりがいちめんにひろがってえた
1	残業代の未払いが発覚し、労務管理のずさんさが厳しく問われることとなった。	ざんぎょおだいのみばらいがわっかくしろおむかんりのずさんさがきびしくとわれることとなった	ざんぎょおだいのみわらいがわっかくしろおむかんりのずさんさがきびしくとわれることとなった
1	仕事は大変だが、給料がいいので何とか続けられている。	しごとわたいえんだがきゅうりょおがいのでなにとかつずけられてえる	しごとわたいえんだがきゅうりょおがいのでなんとかつずけられてえる
1	子どもがおもちゃを部屋中に散らかしたので、片付けるのに一時間もかかった。	こどもがおもちゃおえやじゅうにちらかしたのでかたずけるのにいちじかんもかかった	こどもがおもちゃおえやちゅうにちらかしたのでかたずけるのにいちじかんもかかった
1	子どもがおもちゃを部屋中に散らかして、片付けようともしない。	こどもがおもちゃおえやじゅうにちらかしてかたずけよおともしない	こどもがおもちゃおえやちゅうにちらかしてかたずけよおともしない
1	子供に服を汚されてしまい、洗濯物が増えて困っています。	こどもにふくおよごされてしまいせんたくものがふえてこまってえます	こどもにふくおよごされてしまいせんたくぶつがふえてこまってえます
1	市場の潮目をいち早く読む達眼が、彼を成功へと導いた。	しじょおのしおめおいちわやくよむたつがんがかれおせえこおえとみちびいた	しじょおのしおめおいちわやくよむいたるめがかれおせえこおえとみちびいた
1	指示が二人からばらばらに出されたので、現場はすっかり混乱してしまった。	しじがふたりからばらばらにだされたのでげんばわすっかりこんらんしてしまった	しじがににんからばらばらにだされたのでげんばわすっかりこんらんしてしまった
1	私は毎朝七時に起きる。	わたしわまいあさしちじにおきる	わたしわまいあさななじにおきる
1	試合終了間際に一点を返し、みごとに逆転してみせた。	しあいしゅうりょおまぎわにいってんおかえしみごとにぎゃくてんしてみせた	しあいしゅうりょおまぎわにいちてんおかえしみごとにぎゃくてんしてみせた
1	資格試験に合格するために、毎日図書館へ通っています。	しかくしけんにごおかくするためにまいにちとしょかんえかよってえます	しかくしけんにごおかくするためにまいにちとしょかんえとおってえます
1	資金は残りわずかだったが、一か八か新規事業に全額を投じることにした。	しきんわのこりわずかだったがいちかばちかしんきじぎょおにぜんがくおとおじることにした	しきんわのこりわずかだったがいちかわちかしんきじぎょおにぜんがくおとおじることにした
1	資金繰りが行き詰まり、会社は倒産するかどうかの瀬戸際に立たされている。	しきんぐりがいきずまりかいしゃわとおさんするかどおかのせとさいにたたされてえる	しきんぐりがいきずまりかいしゃわとおさんするかどおかのせとぎわにたたされてえる
1	歯の治療に、毎週病院へ通っています。	わのちりょおにまいしゅうびょおいんえかよってえます	わのちりょおにまいしゅうびょおいんえとおってえます
1	歯医者で虫歯を一本抜かれて、しばらく話しにくかった。	わいしゃでむしばおいっぽんぬかれてしばらくわなしにくかった	わいしゃでむしばおいちほんぬかれてしばらくわなしにくかった
1	次の角を右に曲がってください。	つぎのかどおみぎにまがってください	つぎのかくおみぎにまがってください
1	自転車は車道ではなく、歩道の端をゆっくり走らせてください。	じてんしゃわしゃどおでわなくほどおのわしおゆっくりわしらせてください	じてんしゃわしゃどおでわなくほどおのわじおゆっくりわしらせてください
1	七時に家を出ます。	しちじにいえおでます	ななじにいえおでます
1	七時半にいえをでて、でんしゃでかいしゃへいきます。	しちじわんにいえおでてでんしゃでかいしゃえきます	ななじわんにいえおでてでんしゃでかいしゃえきます
1	失敗を恐れていては、新しいことには何一つ挑戦できない。	しっぱいおそれてえてわあたらしいことにわなんひとつちょおせんできない	しっぱいおそれてえてわあたらしいことにわなにひとつちょおせんできない
1	若い技術者たちが、この国の産業を担っていくことになる。	わかいぎじゅつものたちがこのくにのさんぎょおになってえくことになる	わかいぎじゅつしゃたちがこのくにのさんぎょおになってえくことになる
1	弱冠二十歳でこれほど緻密な論文を書き上げるとは、審査員一同が舌を巻いた。	じゃっかんにじゅっさいでこれほどちみつなろんぶんおかきあげるとわしんさいんいちどおがしたおまいた	じゃっかんにじゅうさいでこれほどちみつなろんぶんおかきあげるとわしんさいんいちどおがしたおまいた
1	取り締まりが緩んだ隙に、街には悪質な密売人が跋扈し始めた。	とりしまりがゆるんだすきにまちにわあくしつなみつばいじんがばっこしわじめた	とりしまりがゆるんだひまにまちにわあくしつなみつばいじんがばっこしわじめた
1	取材をやめろと、その男は電話口でしつこく記者を恫喝してきた。	しゅざいおやめろとそのおとこわでんわこおでしつこくきしゃおどおかつしてきた	しゅざいおやめろとそのおとこわでんわぐちでしつこくきしゃおどおかつしてきた
1	手術は無事に成功し、患者は一週間ほどで退院できる見込みだ。	しゅじゅつわぶじにせえこおしかんじゃわいっしゅうかんほどでたいんできるみこみだ	しゅじゅつわぶじにせえこおしかんじゃわいちしゅうかんほどでたいんできるみこみだ
1	手続きに関するお問い合わせは、市役所の一階の窓口で承っております。	てつずきにかんするおといあわせわしやくしょのいっかいのまどぐちでうけたまわっております	てつずきにかんするおといあわせわしやくしょのいちかいのまどぐちでうけたまわっております
